mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
1,9,2,51,11844,10,12,2150,5762.08,5224.79,216,15,0,2
1,18,1,42,4083,30,8,9000,42154.88,2846.51,193,13,0,3
1,13,1,23,4813,3,12,1197.47,1100,5843.39,156,14,2,2
1,25,2,32,4144,37,12,9030,5600,12277.63,211,15,1,2
1,0,1,45,4113,9,12,2227.3,1430,1712.07,197,7,0,2
1,22,2,37,3443,8,12,3250,2500,2608.17,209,15,4,3
1,0,2,46,3565,2,4,1250,14400,14726.79,224,7,0,3
1,0,1,32,4813,3,12,1274.9,121543.4,2978.77,191,22,1,2
1,0,0,38,5087,1,12,23000,614.95,2043.14,181,13,0,2
1,1,1,37,4904,3,12,675.37,121543.4,5228.21,177,15,4,2
1,23,1,36,4448,100,12,8667,24550,6950.08,175,20,0,3
1,0,1,32,3752,7,10,1040.6,1500,5689.21,175,15,0,2
1,0,2,24,4629,27,0,19800,10919.1,9721.56,226,15,1,3
1,0,2,52,4690,3,6,2800,749.8,0,216,2,1,2
1,0,2,32,5694,3,11,1174,2680,34767.88,194,15,1,2
1,0,2,21,3535,9,12,804.18,2500,2416.01,175,15,0,2
1,4,2,50,4964,3,3,3500,14173.16,0,219,15,0,3
1,0,1,30,3930,8,1,1600,6762.26,398.09,188,15,0,3
1,0,1,58,6456,8,12,3024,1741.87,1703.38,211,15,1,3
1,0,1,59,3164,8,0,2700,5000,722.75,199,15,0,3
1,0,2,29,5694,3,4,1800,121543.4,0,178,2,0,3
1,1,2,27,3990,3,12,852.5,121543.4,927.01,188,15,0,2
1,0,1,34,6396,49,12,2200,13330.94,2446.66,175,15,1,2
1,0,1,42,4660,3,4,3750,6202.17,0,185,15,1,3
1,0,1,39,4843,15,4,4515,1676.63,1843.58,202,15,0,3
1,1,1,27,3456,3,9,856.78,121543.4,4464.29,169,15,0,2
1,2,1,43,4197,3,12,896.4,1000.97,957.81,173,15,1,2
1,25,1,30,4325,10,12,750,477.38,470.11,175,15,0,2
1,32,1,24,5544,15,11,3200,533.9,350.62,206,15,2,2
1,0,1,39,3809,23,0,2100,11552.89,5064.64,177,15,0,3
1,25,1,31,4063,10,12,1211.36,1960,15198.33,177,20,1,2
1,0,1,25,4448,3,12,1800,4945.28,1468.71,177,15,1,3
1,2,1,30,4838,3,12,1500,121543.4,1499.4,170,12,0,2
1,11,1,62,9165,3,12,3205.38,121543.4,0,175,16,1,2
1,2,1,36,5574,29,12,2397,1500,6063.99,194,2,0,2
1,0,1,31,5056,10,12,2400,8172.89,3031.18,192,15,2,2
1,0,1,53,4233,3,6,2000,4452.68,3155.33,185,15,1,2
1,0,2,57,3930,3,8,15000,3872.78,20897.16,235,25,1,0
1,2,2,24,3930,3,12,2200,1500,3273.54,192,16,0,2
1,2,1,34,4021,3,12,800,4571.74,2158.24,175,15,1,2
1,2,1,36,5725,3,12,2200,121543.4,1968.87,192,14,0,0
1,26,1,27,7066,3,12,4191,121543.4,0,186,22,1,2
1,0,1,25,3868,3,12,1600,121543.4,7165.71,167,22,0,2
1,2,1,24,3809,3,12,1078.57,121543.4,3320.39,149,13,0,2
1,0,1,46,6090,10,12,2500,5750,6536.41,197,15,1,2
1,0,2,28,3779,10,12,697.62,2083.39,467.81,232,7,0,2
1,1,1,66,6365,3,1,1656.2,1870.31,2886.41,172,7,1,0
1,0,1,25,3809,3,12,930,121543.4,2261.63,169,22,0,2
1,55,1,25,4052,24,12,1024.6,630,0,169,16,2,2
1,32,1,29,4690,15,12,980,2050.21,4793.48,175,7,1,2
1,1,2,25,3899,3,12,1020.99,121543.4,3126.09,200,10,2,2
1,55,1,29,6456,35,12,2100,8367.09,0,192,15,2,2
1,2,1,29,4250,3,12,655.57,1730.36,1019.37,175,15,1,2
1,0,1,21,3991,3,11,800,121543.4,1314.56,156,7,0,2
1,0,1,25,4478,3,12,2419,1014.45,0,166,15,0,2
1,0,1,25,3849,3,12,1413.58,2968.35,6356.83,158,15,0,2
1,0,2,34,3840,3,9,895.19,121543.4,4207.64,196,20,0,2
1,6,1,50,7520,3,0,1000,3500,8329.68,160,15,1,2
1,1,1,33,4539,3,12,1020.3,1300,2340.25,194,15,1,2
1,0,1,31,5179,3,12,3000,391.43,11187.71,185,14,0,2
1,0,1,35,3809,9,12,2055,9986.19,3812.87,209,15,0,3
1,0,1,32,3706,3,12,779.86,121543.4,1854.17,175,24,0,2
1,2,1,49,3899,13,8,2898,7417.86,3983.19,217,15,1,3
1,0,2,34,5605,15,12,2100,2193.38,3259.18,204,2,1,2
1,0,1,32,3773,3,12,795.74,121543.4,5501.43,194,2,0,0
1,0,1,33,4233,7,0,2133,10871.2,2162.87,200,15,1,3
1,0,1,22,4233,3,12,800,500,1015.62,156,15,0,2
1,4,1,58,7917,3,12,2000,611.31,0,191,15,1,2
1,2,1,28,4448,3,12,929.47,121543.4,4227.6,175,15,0,2
1,0,1,33,4083,3,7,1000,121543.4,11836.39,175,15,0,2
1,12,1,36,4826,3,1,9010.24,1995.87,21819.36,174,15,1,2
1,2,1,29,3840,3,12,743.17,121543.4,1054.87,175,7,0,2
1,1,1,33,4065,3,12,1103.43,121543.4,4321.57,168,19,0,0
1,1,1,26,3343,3,12,649.75,121543.4,820.18,162,15,0,2
1,2,1,28,3661,15,12,1330.27,5650,5274.95,194,15,0,2
1,2,2,26,4198,3,12,960.84,121543.4,1971.66,188,6,0,2
1,2,2,36,3779,3,12,2513.78,121543.4,14134.44,213,4,4,2
1,0,1,27,6548,7,8,800,2300,1808.61,169,15,0,2
1,1,1,28,4690,3,12,950,121543.4,3578.69,175,12,0,2
1,0,2,44,4325,6,11,9000,1621.51,247.11,216,11,2,2
1,0,1,41,3503,6,11,677.41,1975.66,258.68,180,15,0,2
1,4,1,32,3530,7,12,1089.51,500,6522.91,175,15,0,2
1,0,1,31,4442,3,10,595.5,121543.4,1858.48,213,20,1,2
1,2,2,40,4011,3,12,924.32,121543.4,4456.96,199,20,0,2
1,0,2,37,4448,11,12,1655,3872.18,468,201,15,0,2
1,10,2,26,4448,3,12,960.09,121543.4,3198.2,188,7,1,1
1,2,1,27,3909,3,12,781.4,121543.4,0,171,2,0,0
1,0,1,38,4205,7,12,1500,5304,3368.52,179,7,0,2
1,0,1,40,4874,3,7,4000,2716.47,4870.19,191,15,0,2
1,0,1,24,4233,3,12,1150,121543.4,3446.36,175,24,0,2
1,0,1,41,10108,3,0,3432.96,1702.85,1638.08,192,25,0,3
1,0,1,41,10108,3,0,3432.96,1702.85,1638.08,192,25,0,3
1,28,2,41,3687,17,4,14500,33704.03,30779.43,224,6,1,3
1,0,1,26,4448,14,12,2000,2216.68,558.41,174,15,1,2
1,24,1,52,4660,10,12,3304.85,2543.18,1090.32,198,11,1,3
1,0,2,54,4444,42,12,654.41,5440.41,2675.77,199,25,1,2
1,0,1,33,4539,9,12,6452,4175.85,343.88,199,15,1,2
1,1,2,33,4432,3,12,1354.53,2790.69,9166.7,192,10,1,2
1,2,1,21,3656,3,12,870.09,121543.4,4812.53,156,15,0,2
1,1,2,27,5605,3,12,1449,2218.54,2090.28,190,15,1,2
1,8,1,40,7035,23,1,22158,53963.12,2345.35,214,15,0,3
1,1,1,22,4205,3,12,850,121543.4,4606.08,149,15,0,2
1,2,1,25,4008,3,12,1084.58,121543.4,3958,169,15,0,2
1,1,1,30,4205,3,12,894.65,3147.05,901.52,175,15,0,2
1,0,1,27,4570,10,12,2600,11809.23,11461.82,194,16,2,3
1,2,1,23,3868,3,12,968.73,121543.4,1980.28,164,22,0,3
1,0,1,32,3687,8,12,950,2590,466.99,175,15,0,2
1,0,2,31,4174,4,12,2542.3,4190.07,4302.65,214,7,0,3
1,52,0,58,9653,67,1,16863,39494.82,0,206,15,2,3
1,0,1,23,4264,3,12,1449.06,2657.79,0,154,15,0,2
1,0,1,39,3474,8,0,4162,16282.04,1820.54,221,15,1,3
1,0,1,41,4083,3,12,2220,3885,5287.43,197,6,1,2
1,0,1,35,4144,17,9,600,3453.28,450.61,194,15,0,2
1,1,2,24,4156,3,12,1664.23,1221.03,1126.22,180,20,1,2
1,0,1,47,4052,6,9,1300,2337.82,2160.42,188,15,0,3
1,1,2,22,5244,3,12,1007.89,121543.4,3620.99,175,7,3,2
1,1,2,24,4113,18,12,641.77,121543.4,2599.24,175,16,3,2
1,2,1,57,9318,3,0,20000,202,8061.96,191,14,0,2
1,0,1,21,3960,3,12,911.52,121543.4,2531.62,175,15,0,2
1,2,2,27,4083,12,12,868.7,6806.43,4663.29,188,15,1,2
1,0,1,48,4356,14,12,700,4200,818.08,180,15,0,2
1,21,1,35,6090,3,5,5250,14734.28,14607.04,213,4,1,2
1,0,1,29,3930,19,12,5268.06,8040.78,508.19,195,15,1,3
1,0,1,33,4570,3,12,1600,121543.4,1937.63,175,12,0,2
1,2,1,36,4174,12,11,746.16,2580,2016.02,194,15,2,2
1,2,1,28,4144,11,12,1200,3717.61,2523.49,175,7,0,2
1,23,1,24,4144,12,12,2100,3300,469.97,176,15,1,3
1,22,2,28,3534,14,12,957.43,3168,4988.68,188,7,1,2
1,0,1,28,3983,3,11,1000,121543.4,3957.83,175,13,1,2
1,2,2,48,9012,97,12,1700,2250.24,2264.1,204,13,1,2
1,0,1,41,3626,3,12,1078.06,121543.4,6400.19,180,7,0,2
1,0,1,26,4629,3,8,1800,121543.4,7860.95,174,16,0,2
1,6,1,34,4995,3,0,3030,12471.1,0,201,15,0,3
1,0,1,38,6456,28,0,3043,500,445.69,201,16,1,3
1,1,2,21,4116,3,12,915.77,121543.4,4522.48,175,15,0,2
1,2,1,43,6000,58,0,15269.05,4002.63,0,185,15,2,3
1,0,1,25,4509,10,12,1300,759.49,0,175,15,0,2
1,2,1,27,3812,3,12,964,121543.4,4102.65,168,11,0,2
1,85,1,34,4935,27,0,2100,36326.16,0,196,15,2,3
1,0,2,44,5421,3,12,1108,3531.5,1367.31,198,15,1,2
1,0,1,45,3595,8,9,2055,8486.86,0,178,14,1,2
1,0,1,38,4325,86,12,2900,1395.83,468.4,202,15,0,3
1,2,1,57,3547,3,12,1456.97,121543.4,5757.24,192,13,0,0
1,0,1,21,3443,10,10,2100,2450.61,965.42,190,15,1,3
1,24,1,36,5421,18,12,3800,6937.69,483.3,194,15,1,2
1,0,1,30,4077,9,12,973.69,3555,973.81,183,7,0,3
1,0,2,43,4052,3,12,1946.99,4007.78,6952.89,204,20,0,2
1,0,1,22,3798,3,11,902,121543.4,1036.98,134,13,0,0
1,0,1,37,4874,12,12,2457.77,2277.5,731.73,208,7,0,3
1,17,1,31,4102,3,12,2123.29,121543.4,7992.26,180,15,1,2
1,26,1,47,6425,79,0,24765.12,54563.89,0,187,13,2,3
1,1,1,23,3337,3,3,2100,121543.4,14542.4,153,6,0,2
1,8,1,28,4083,11,12,3274,10000,12027.84,211,15,0,2
1,0,1,33,8101,3,12,1200,834.79,2697.69,187,20,1,3
1,0,1,40,4660,11,12,2000,1882.39,0,181,15,1,3
1,2,1,34,3930,3,12,1109.08,1250,9939.37,177,15,0,2
1,0,1,27,4570,7,12,1500,2310,2246.26,172,15,0,3
1,0,2,42,3960,3,11,2000,121543.4,3971.15,204,11,0,2
1,1,1,28,4782,3,3,4000,15378.86,0,195,4,1,3
1,2,1,53,3534,3,4,1800,5465.55,1226.42,180,4,0,3
1,0,1,28,4721,6,12,2048,2364.18,4468.83,181,15,0,3
1,16,2,46,4417,35,12,16836,69011.78,5495.74,212,15,2,3
1,15,1,64,19484,3,0,2093.37,4772,0,179,15,1,2
1,0,1,40,4598,8,12,2150,12545.6,5220.25,216,15,0,2
1,1,0,27,5026,18,12,2800,2319.96,2105.98,202,15,2,2
1,0,1,53,8496,3,8,12000,9351.62,2.4,205,15,0,3
1,2,1,30,4164,3,12,3540.79,121543.4,25786.76,193,15,4,3
1,2,1,30,4164,3,12,3540.79,121543.4,25786.76,193,15,4,3
1,0,1,33,4751,3,12,3500,6424.76,5743.47,202,15,0,2
1,0,1,33,4751,3,12,3500,6424.76,5743.47,202,15,0,2
1,1,1,23,3990,3,12,769.68,121543.4,2624.41,156,15,0,2
1,0,1,23,3930,3,12,1200,121543.4,4952.7,149,13,0,2
1,37,1,28,4325,23,8,2100,1408.18,705.3,195,15,2,3
1,4,2,42,8739,88,12,20154,121543.4,0,224,15,2,3
1,4,2,42,8739,88,12,20154,121543.4,0,224,15,2,3
1,2,1,26,3800,3,12,1073.25,121543.4,2014.8,169,20,0,2
1,0,2,24,3796,3,9,960.6,121543.4,1427.86,175,12,0,2
1,2,1,43,4295,8,12,3500,2400,0,190,18,0,2
1,21,1,41,6000,13,0,1200,14845.47,774.34,187,15,1,3
1,0,1,40,4995,3,10,2600,121543.4,51.42,224,15,0,3
1,0,1,40,4995,3,10,2600,121543.4,51.42,224,15,0,3
1,1,2,36,4690,45,0,23500,73351.15,57094.38,221,14,1,3
1,2,1,28,5389,5,12,2670.19,2000,27813.82,192,20,0,2
1,39,2,48,4874,3,0,9800,19582.25,0,218,15,1,3
1,1,2,36,4406,3,8,669.35,121543.4,1048.4,215,11,0,2
1,0,1,41,4721,3,10,900,121543.4,2022.12,189,15,1,2
1,0,0,23,4192,3,12,867.63,121543.4,8558.87,148,19,0,0
1,1,1,22,4052,3,12,853.34,121543.4,1088.59,156,15,0,2
1,2,1,24,3991,3,12,1066.25,1700,4623.51,175,15,1,2
1,2,1,43,6762,58,0,15269.05,4002.63,0,185,15,2,3
1,0,1,26,5482,25,12,1630,4167.95,2194.89,172,15,1,2
1,2,1,44,4233,3,12,1641.39,1200,77.21,197,15,0,2
1,0,1,37,5087,3,6,1698,121543.4,7143.41,179,2,0,0
1,0,2,41,3764,3,12,1121.95,121543.4,4940.62,194,25,0,2
1,0,1,28,4356,3,12,1017.28,735,2209.17,169,7,0,2
1,11,1,32,3443,18,12,2393.24,500,2606.26,204,12,1,2
1,0,2,25,4629,9,12,3390,500,0,205,13,0,2
1,24,2,38,4629,6,11,2600.55,2900,361.53,225,7,1,2
1,27,1,20,5056,24,12,2500,15,156.13,174,15,0,3
1,2,1,27,4629,3,12,1661.26,2593.03,0,177,15,1,3
1,25,1,25,5209,12,12,700,1383.37,28.46,147,20,0,2
1,0,1,52,4448,3,11,2000,121543.4,0,178,15,0,2
1,26,1,29,5209,3,12,932.09,1425,1649.37,155,15,2,2
1,25,1,48,4904,23,12,1564,121543.4,4459.48,173,25,1,0
1,0,2,22,4295,12,12,2100,3695.5,0,199,15,0,3
1,6,1,30,3799,3,12,1400,3377.27,144.59,185,15,1,3
1,0,1,31,4448,3,12,1365.64,121543.4,4659.64,192,15,0,2
1,0,1,36,6456,13,0,800,7090.64,0,157,15,0,2
1,2,1,22,4356,3,12,1500,121543.4,0,151,15,0,2
1,6,1,23,5056,3,12,1063,4668.07,2142.18,167,15,3,3
1,0,1,48,9012,3,0,2500,9953.28,0,196,15,0,2
1,0,2,34,4233,3,12,1800,121543.4,7425.85,194,22,0,2
1,1,2,40,4325,3,12,1150,121543.4,4184.74,199,15,0,2
1,15,2,36,5270,3,12,1500,121543.4,0,189,7,4,0
1,0,1,33,3848,3,12,1355.85,121543.4,1163.06,194,11,0,2
1,25,2,28,8647,11,12,1100,450.29,147.94,192,21,0,2
1,5,1,29,4039,3,12,980.47,121543.4,1547.57,168,11,0,2
1,84,1,29,6456,16,12,2100,121543.4,211.18,186,15,0,2
1,0,1,44,4629,3,12,4000,3770.29,0,210,15,2,3
1,0,1,44,4629,3,12,4000,3770.29,0,210,15,2,3
1,0,1,25,4083,11,11,2400,10638.92,2472.68,189,15,0,3
1,0,1,25,3595,3,12,985.48,121543.4,5363.48,162,10,0,2
1,0,1,31,4964,7,9,6800,2826.92,2899.43,195,15,0,3
1,0,1,31,4964,7,9,6800,2826.92,2899.43,195,15,0,3
1,1,1,26,4263,3,12,1280.88,2085,11998.02,190,15,0,2
1,1,1,24,5513,3,12,1034.19,121543.4,5284.38,156,7,0,2
1,2,1,26,3755,1,12,1191.94,700,3451.06,196,15,1,3
1,0,2,40,6151,87,12,2100,5376.4,1165.88,230,15,4,2
1,0,1,32,4964,6,12,1200,1638.96,139.42,175,15,0,2
1,27,2,54,6790,82,0,8000,44810.4,7199.27,232,15,1,3
1,2,1,35,5148,3,7,1180,121543.4,3106.75,178,13,0,2
1,0,1,21,4964,8,0,4200,11229.24,4452.06,156,15,0,3
1,0,1,24,3443,3,12,850,121543.4,5492.02,169,7,0,2
1,6,2,38,6578,82,4,4300,9506.93,0,216,15,1,3
1,1,1,24,3868,3,12,800,1002.84,2186.26,159,15,0,3
1,2,1,27,3742,3,12,1084.3,121543.4,1537.27,169,14,0,2
1,6,2,36,6762,15,0,30000,3943.04,7314.12,169,13,1,3
1,7,1,31,4660,12,12,1861,668,4293.72,180,7,0,2
1,2,1,38,4337,19,12,1081.08,8126.47,3868.49,189,1,1,2
1,85,1,50,9684,16,0,1200,4962.41,0,182,15,1,3
1,2,1,31,4782,3,12,1364.9,4037.13,1185.11,196,15,1,2
1,0,1,27,4751,13,0,2000,879.42,0,181,4,0,3
1,0,2,59,4205,3,12,810.49,121543.4,680.14,213,25,0,2
1,32,2,37,5360,3,12,6464,13904.22,0,238,15,1,3
1,3,1,29,4598,12,11,2400,14185.75,2864.48,200,15,0,3
1,0,1,29,3413,33,3,6106,3214,492.69,193,15,0,3
1,26,1,40,5574,27,0,7405,6239.7,0,191,15,1,3
1,0,1,30,4233,3,4,1400,121543.4,2378.71,185,7,0,3
1,0,2,32,5210,6,12,1241.51,500,6804.68,218,14,4,3
1,0,1,32,3991,6,12,2050,500,454.58,188,15,0,3
1,21,1,32,4113,29,12,1600,5511.17,0,180,15,0,2
1,0,1,28,3794,12,6,2300,4970.02,1894.01,199,16,0,3
1,25,1,47,13395,99,6,3000,7947.62,893.63,185,7,1,3
1,0,1,26,4868,3,12,618.33,3663,2882.49,169,20,0,2
1,6,1,34,6121,37,0,14148,121543.4,30486.44,175,2,1,3
1,0,1,29,5056,14,12,2355.01,362.87,246.68,203,6,0,3
1,0,1,25,5301,6,12,1280,2691.58,469.58,181,15,0,2
1,0,1,42,4174,3,2,5200,121543.4,7022.24,198,15,0,3
1,55,1,36,8282,20,12,4000,7030,3229.24,177,15,2,3
1,2,1,26,4174,3,12,705.76,121543.4,4895.72,167,15,0,0
1,4,2,39,9378,3,0,2500,584.36,0,201,15,1,3
1,0,1,28,3899,9,12,1180.4,1662.9,394.7,175,15,0,2
1,27,1,35,7551,39,12,1400,6373.2,6415.28,179,15,1,2
1,0,2,46,4935,10,0,7000,13177.59,0,197,15,0,3
1,0,2,32,5756,23,12,7800,2677.96,9886.23,203,14,1,3
1,0,1,21,4964,3,4,10000,121543.4,12832.76,173,4,0,2
1,0,1,31,3773,10,12,1699.17,1259.39,3280.38,178,15,0,2
1,1,1,51,4021,36,7,2550,6113.5,11052,205,6,0,3
1,0,1,37,6059,30,0,3070,3512.8,0,194,15,1,2
1,30,1,31,4629,3,12,1400,121543.4,0,182,11,1,2
1,1,1,24,3565,3,12,700,200.38,1319.34,159,15,0,3
1,0,1,28,4264,16,12,1800,2555.97,892.51,180,14,1,2
1,2,1,30,4535,3,12,790,121543.4,1949.19,213,15,0,2
1,0,1,23,4509,3,12,750,439.98,4053.76,178,15,0,3
1,2,1,27,4539,3,12,1417.28,121543.4,11466.17,171,12,0,2
1,0,1,38,4052,7,12,806,4016.8,542.58,157,15,1,2
1,24,1,48,4629,3,12,4900,338.6,3939.9,197,6,1,2
1,24,1,48,4629,3,12,4900,338.6,3939.9,197,6,1,2
1,12,1,30,4205,61,12,1800,5960.89,5911.75,199,15,0,2
1,0,1,26,3393,3,11,1072.5,121543.4,784.63,169,15,0,2
1,1,1,23,3809,3,12,900,121543.4,6742.36,156,15,0,2
1,0,1,33,4325,3,10,688.56,3825.41,1316.07,173,13,0,0
1,0,1,22,4021,3,12,700,121543.4,3865.3,159,15,0,3
1,24,1,30,5544,13,10,715,500,269.9,175,15,1,2
1,2,1,27,5117,44,12,1350,6240.69,1484.93,173,7,0,2
1,0,1,22,4782,3,12,750,121543.4,2541.5,175,7,0,2
1,2,1,46,4356,3,12,951.57,121543.4,1987.79,178,19,0,0
1,2,1,39,4294,3,12,822.58,2101,3736.9,173,25,0,2
1,2,1,31,4325,3,12,1131.76,400,6420.92,178,15,4,3
1,1,1,26,3534,3,12,929.12,121543.4,6507.3,171,4,0,2
1,0,1,34,3960,3,12,2200,121543.4,6023.08,185,15,0,0
1,0,1,34,3891,3,12,606,121543.4,2222.69,175,15,0,2
1,1,1,32,3779,3,12,700,650,3494.79,175,15,0,2
1,9,1,31,4995,3,12,2052.3,1991.77,3570.59,188,16,1,3
1,0,1,34,4478,4,12,2100,38.99,0,214,2,0,3
1,2,1,27,4392,3,12,805.52,619.19,3019.24,167,15,0,2
1,0,1,34,4448,3,12,3000,121543.4,0,194,13,0,2
1,0,1,24,5026,12,12,890,323.36,53.33,156,7,0,2
1,25,1,35,4843,18,0,30000,51738.4,13728.13,202,13,2,3
1,25,1,35,4843,18,0,30000,51738.4,13728.13,202,13,2,3
1,0,0,27,3786,3,11,1044.97,121543.4,4354.19,170,15,0,2
1,8,1,30,4509,20,12,850,2390,3970.12,173,15,1,0
1,0,1,27,4052,3,11,900,121543.4,1497.68,177,15,0,3
1,62,2,38,9500,63,0,20000,12172.72,0,216,11,1,3
1,0,2,44,5574,26,12,1000,500,220.9,199,16,0,2
1,1,1,38,4843,3,12,1800,121543.4,4602.62,182,2,0,2
1,1,2,41,4995,3,12,3000,592.24,3915.76,193,15,4,3
1,3,1,30,4995,49,12,5300,16827.3,0,213,15,1,3
1,0,2,35,3899,3,10,3200,6548.04,0,214,15,1,3
1,0,1,39,6304,3,0,2500,6611.16,12622.84,194,13,0,2
1,23,1,39,3885,43,12,2400,3200,443.96,186,11,1,2
1,1,1,22,3413,3,11,697.55,998.89,1860.3,188,7,0,3
1,0,1,25,4052,8,12,2200,2299,2071.4,194,15,0,3
1,32,1,43,6212,28,12,1710,8920.11,1012.78,183,13,2,2
1,0,1,24,3991,14,0,900,6960.6,357.21,155,15,0,2
1,2,1,27,3809,17,12,2700,54481.46,57094.38,194,15,1,3
1,0,1,38,5605,80,0,6046,3109.76,1253.19,193,15,2,3
1,0,2,45,5605,2,11,1400,121543.4,3404.96,201,16,0,2
1,2,1,22,4660,3,12,996.5,121543.4,2280.05,149,7,0,2
1,0,2,41,7005,64,12,2500,1518.48,8.71,224,15,0,3
1,15,1,45,5360,10,12,2040,3755.19,1311.82,179,15,1,3
1,2,2,36,5513,3,12,1900,2453.03,9220.58,194,16,0,2
1,0,1,32,3920,3,12,741.01,121543.4,7243.87,175,13,0,2
1,9,1,33,3960,6,0,3230,12284.22,4867.95,192,14,1,3
1,15,1,26,3919,3,12,1733.39,121543.4,3225.01,182,25,1,3
1,2,2,59,5756,10,12,1750,3576.2,4419.36,218,13,1,2
1,8,1,32,5694,7,12,2930,1412.85,864.5,217,7,2,2
1,0,1,28,3868,7,12,1883.7,8859.99,4463.69,202,7,1,3
1,0,1,70,4763,7,12,2832,1700,1559.63,212,7,1,2
1,0,1,23,5056,20,12,2100,2233.88,4450.79,164,20,0,3
1,0,1,31,4386,9,0,2270,11616.56,0,195,15,0,3
1,1,1,56,6151,3,12,850,5866.46,4250.39,194,15,2,2
1,0,0,25,3899,3,12,799.07,121543.4,3110.84,170,15,0,2
1,2,1,32,4028,65,12,3200,6000,10280.87,200,15,0,3
1,0,1,34,4478,6,12,7000,9500,1407.71,196,8,4,3
1,1,1,60,6790,3,3,1671,121543.4,14328.01,176,11,0,0
1,0,1,32,4629,8,12,1538.3,500,4263.31,191,12,0,2
1,1,1,37,3672,3,11,2326.87,121543.4,0,209,15,4,3
1,0,2,23,4721,3,12,752.87,1001.66,1354.55,175,15,1,2
1,0,1,29,4995,13,12,2885,4443.37,3483.39,195,7,0,3
1,0,2,48,4233,3,12,2734.3,121543.4,0,224,16,4,3
1,22,1,31,3506,3,12,2171.5,121543.4,14404.54,178,19,0,0
1,0,1,27,3595,3,12,800,121543.4,1732.86,169,7,0,2
1,0,2,26,5605,6,10,3150,121543.4,0,190,2,0,2
1,0,1,26,4417,5,12,3550,2767.88,6916.37,201,15,0,3
1,8,1,25,4731,1,3,2600,121543.4,8098.6,189,15,0,3
1,0,1,38,6882,3,0,15000,2775,3791.27,158,13,0,0
1,0,1,30,4417,3,11,4800,121543.4,0,182,13,0,2
1,13,2,49,6243,3,12,6350,4418.46,656.59,224,15,1,3
1,0,1,49,4904,3,0,3330,4056.98,11364.98,221,15,0,2
1,0,1,28,3905,3,12,1400,121543.4,1535.5,177,15,0,2
1,0,1,30,4233,3,12,6000,121543.4,1.1,192,15,0,2
1,7,1,48,5026,3,0,1800,1600,6286.74,158,12,1,2
1,0,1,45,4660,18,12,1050,845.72,498.22,173,16,1,2
1,0,1,26,3290,7,12,800,4252.26,3557.48,191,15,0,3
1,0,2,21,3631,3,11,760.02,121543.4,1320.16,175,15,0,2
1,0,1,29,5270,3,12,800,406.29,0,195,15,0,3
1,2,1,29,4295,8,12,790.7,121543.4,2294.07,175,15,0,2
1,0,1,39,8588,3,12,1900,1873.84,2742.45,180,11,0,0
1,0,1,37,10108,8,0,2432,1717.24,480.2,174,14,0,2
1,0,1,48,4813,3,0,2000,3238.8,9172.79,188,15,1,3
1,2,2,21,3483,3,12,886.81,121543.4,686.42,175,15,0,2
1,11,1,36,7886,3,0,1400,121543.4,0,186,20,0,3
1,0,1,32,5026,3,0,3000,1108.6,0,175,20,1,2
1,0,1,35,4233,14,0,1200,24082.65,164.23,176,15,0,2
1,1,1,39,5107,3,12,838.73,121543.4,2287.59,177,11,0,2
1,1,1,21,4174,3,12,806,121543.4,2219.13,158,15,0,2
1,0,1,25,3939,3,9,889.98,121543.4,875.13,169,11,0,2
1,9,1,64,7370,3,12,1930,121543.4,4194.79,199,15,0,2
1,2,1,32,3930,3,12,1200,121543.4,3817.92,175,15,0,2
1,2,1,26,4751,3,12,1378.3,121543.4,6180.07,188,15,4,2
1,0,1,27,4782,3,12,1800,121543.4,8163.32,174,16,0,2
1,37,1,61,5117,3,4,1980,121543.4,0,199,20,2,2
1,0,1,38,4651,3,7,2000,121543.4,3644.8,180,15,0,2
1,6,1,38,7096,3,0,5000,2927.74,4874.77,167,13,0,3
1,2,1,27,4083,3,12,2500,121543.4,6318.43,194,22,0,3
1,21,1,26,4570,12,12,2052.84,5381.54,13621.85,196,15,1,3
1,0,1,26,4386,21,12,1500,1479.95,152.79,178,13,1,3
1,0,2,40,4021,5,12,3486.7,2618,18661.88,216,12,0,2
1,0,1,30,3667,3,12,2833.55,8743.5,18447.66,211,15,2,2
1,0,1,31,4478,6,12,2200,2663.6,1577.28,188,15,0,3
1,0,1,45,12575,3,0,1600,121543.4,1956.02,185,14,0,2
1,0,1,24,3413,3,12,909.03,121543.4,5052.54,156,15,0,2
1,0,1,24,5360,9,12,2500,2612.18,2424.18,195,8,1,3
1,2,2,35,5666,3,11,9072,121543.4,0,210,2,0,2
1,0,2,29,4539,3,6,1500,121543.4,8278.98,196,11,1,2
1,0,1,40,4758,3,12,1966.78,600,8777.24,179,24,0,2
1,0,1,31,4174,3,12,1529.11,833,10188.31,173,22,2,2
1,0,1,33,5056,6,12,4000.84,3305.54,421.58,225,15,0,3
1,8,2,23,4995,8,12,1117.6,2700,6332.96,168,8,0,2
1,0,1,22,4598,18,12,1913,5596.46,0,168,15,0,3
1,25,2,31,5939,23,12,788.74,500,480,213,7,2,0
1,0,2,38,4627,7,0,11477,25645.02,6306.67,189,15,1,3
1,2,1,31,3868,3,12,838.64,2835.67,867.57,194,15,1,2
